,ID,board_t,env_t,light_strength,efficiency,efficiency_A,efficiency_B,efficiency_C,V_A,V_B,V_C,I_A,I_B,I_C,P_A,P_B,P_C,P_avg,wind_speed,wind_direction,y,predicted_V_A,predicted_V_B,predicted_V_C,predicted_I_A,predicted_I_B,predicted_I_C
8152,17351,8.56,8.2,87,15.05,14.22,14.39,16.54,662,656,658,1.24,1.26,1.32,820.88,826.56,868.56,838.67,1.4,339,,632.3363547,630.0923492,628.5124381,0.637660042,0.589004907,0.617945918
8211,17467,4.66,5.2,57,18.73,17.83,18.32,20.04,695,691,689,1.26,1.25,1.26,875.7,863.75,868.14,869.2,4.6,7,,638.1406901,634.5355636,632.1002943,0.471112091,0.488256159,0.484009766
8272,17595,20.08,11.5,711,20.22,20.05,20.1,20.53,680,677,678,1.23,1.19,1.28,836.4,805.63,867.84,836.62,4,322,,631.8706269,630.2093957,628.6400867,7.002919375,7.016469812,7.158937176
8334,17721,21.12,16.3,449,14.92,14.97,14.7,15.09,634,634,633,1.44,1.41,1.37,912.96,893.94,867.21,891.37,2.2,282,,634.5079607,631.3203711,630.8475559,3.320386166,3.252088379,3.334583507
1584,3579,-13.98,-12.7,15,22.4,19.93,22.82,24.45,689,688,688,1.19,1.25,1.26,819.91,860,866.88,848.93,0,276,,662.3449652,668.0666732,661.7333039,0.137168292,0.130390726,0.153780169
3435,7660,16.37,-1.5,583,27.13,26.77,27.04,27.57,606,604,602,1.45,1.42,1.44,878.7,857.68,866.88,867.75,0,25,,636.7566194,630.5046901,631.3123253,7.54728566,7.591355881,7.732729725
3939,8720,-10.12,-10,49,5.95,5.56,2.82,9.46,704,710,704,1.3,1.4,1.23,915.2,994,865.92,925.04,3.8,94,,633.827586,644.4181783,632.9827138,0.144673144,0.145161778,0.118186023
4851,10638,20.66,6.7,632,25.06,24.83,24.94,25.41,687,686,687,1.18,1.26,1.26,810.66,864.36,865.62,846.88,2.2,270,,632.7927633,629.9408259,628.6846542,7.72372316,7.772646572,7.891352937
4852,10641,20.8,6.9,636,24.91,24.72,24.84,25.18,685,684,681,1.16,1.24,1.27,794.6,848.16,864.87,835.88,2.4,252,,632.9092419,629.8241107,629.1017424,7.730680992,7.757718953,7.901853263
4867,10666,22.07,9.3,588,24.58,24.41,24.57,24.77,664,659,660,1.31,1.29,1.31,869.84,850.11,864.6,861.52,3,265,,631.1366045,629.2412704,628.1639344,7.098120611,7.102840981,7.294429645
4868,10667,22.39,9.6,593,24.22,24.14,23.99,24.52,660,661,660,1.28,1.27,1.31,844.8,839.47,864.6,849.62,4.2,268,,630.5184646,628.5161697,627.3683756,7.055125435,7.096113539,7.218903495
4877,10684,21.87,11.3,536,23.6,23.39,23.39,24.03,604,598,596,1.79,1.61,1.45,1081.16,962.78,864.2,969.38,4.3,275,,634.1639469,631.0494001,630.7066542,6.232075295,6.161262208,6.326740682
4879,10687,22.2,11.7,518,23.66,23.59,23.51,23.9,676,673,674,1.27,1.26,1.28,858.52,847.98,862.72,856.41,2,289,,634.0227221,631.5132227,630.0465147,6.041489245,5.971568067,6.19542029
4883,10694,22.16,12.2,479,22.99,22.76,22.8,23.39,722,719,712,1.65,1.34,1.21,1191.3,963.46,861.52,1005.43,2.1,269,,635.1827392,631.3947866,630.3138486,5.417997384,5.396943589,5.438814496
5015,10915,-2.31,-1.8,13,36.15,35.72,35.89,36.83,715,712,712,1.15,1.15,1.21,822.25,818.8,861.52,834.19,1.5,96,,630.6487884,632.9049436,629.4066946,0.210248585,0.210497637,0.224739332
5178,11218,15.66,-0.7,702,25.45,25.31,25.32,25.72,687,685,689,1.21,1.21,1.25,831.27,828.85,861.25,840.46,2.2,68,,635.3011691,631.2464265,631.8107131,8.49019974,8.559710296,8.70859418
5285,11415,20.62,4,705,24.23,24.2,23.98,24.52,665,662,662,1.32,1.28,1.3,877.8,847.36,860.6,861.92,2.6,263,,631.1744957,629.5023043,627.80913,8.337337962,8.413798078,8.523715894
5295,11440,20.24,6.6,702,24.75,24.65,24.67,24.92,699,697,677,2.95,2.74,1.27,2062.05,1909.78,859.79,1610.54,2.7,258,,632.6697703,629.15718,628.9736037,8.475786509,8.489859652,8.646938026
5301,11450,20.28,6.1,684,24.13,24.49,23.94,23.97,679,679,677,1.26,1.31,1.27,855.54,889.49,859.79,868.27,3.4,263,,632.9698177,630.0260772,629.2391865,8.028533198,8.149868476,8.197674474
5302,11453,20.95,6.3,669,24.37,24.55,24.61,23.96,677,673,677,1.17,1.19,1.27,792.09,800.87,859.79,817.58,4.1,276,,634.1148263,628.7556581,629.4646725,8.005772722,8.000852985,8.129373483
5568,12039,16.75,1.5,700,24.24,24.31,23.93,24.47,646,642,641,1.18,1.09,1.34,762.28,699.78,858.94,773.67,2,48,,632.2863252,628.7558446,628.5991559,8.172021962,8.201061327,8.30470766
5569,12040,17.05,1.3,705,24.1,24.14,23.53,24.65,690,688,686,1.27,1.27,1.25,876.3,873.76,857.5,869.19,1.3,38,,631.2038043,628.8643782,628.7787087,8.217498119,8.291858822,8.301030248
5575,12062,16.32,2.8,711,24.86,24.9,24.59,25.09,696,687,691,1.2,1.08,1.24,835.2,741.96,856.84,811.33,1.6,53,,629.9322998,628.6905638,627.4975826,8.53314879,8.530035646,8.689758577
5596,12115,18.53,4.3,567,22.44,22.53,21.84,22.96,719,659,745,0.59,0.27,1.15,424.21,177.93,856.75,486.3,1.2,116,,638.5620176,633.234216,630.9381493,6.152201828,6.111215687,6.308684756
5597,12116,18.22,5,562,22.51,22.46,22.24,22.83,599,146,26,7.96,8.47,32.91,4768.04,1236.62,855.66,2286.77,0.7,335,,638.3112036,633.6030918,631.5823552,6.104827514,6.052563337,6.245197665
6064,13047,23.53,12.4,548,21.73,21.67,21.49,22.04,658,656,658,1.26,1.25,1.3,829.08,820,855.4,834.83,3.9,275,,632.3104305,629.996288,628.757483,5.891163679,5.896635591,5.955450602
6155,13250,21.7,13.8,506,19.97,19.78,19.96,20.18,644,643,643,1.38,1.39,1.33,888.72,893.77,855.19,879.23,1.8,293,,630.3235829,629.039864,628.6647854,5.065880228,5.007040351,4.996515892
6354,13667,23.78,17.7,505,17.98,20.26,16.86,16.83,673,678,683,1.12,1.11,1.25,753.76,752.58,853.75,786.7,3.9,192,,630.7809477,629.8796524,626.9352187,4.288472355,4.575731409,4.444664311
6567,14101,18.31,9.9,725,22.79,22.82,22.71,22.82,637,634,632,1.31,1.3,1.35,834.47,824.2,853.2,837.29,0.9,337,,631.003094,629.3178201,628.4652274,8.045649591,8.044982952,8.141849704
6568,14102,17.97,9,731,22.79,22.78,22.93,22.66,726,728,723,1.14,1.09,1.18,827.64,793.52,853.14,824.77,5.8,26,,632.5970925,628.7387601,629.2268682,8.162783897,8.098971787,8.18849379
6570,14105,17.93,9.3,738,22.74,22.84,22.44,22.95,601,718,723,1.27,0.21,1.18,763.27,150.78,853.14,589.06,2.4,342,,630.8488968,629.0644474,627.2861294,8.166002849,8.162632872,8.284156602
6607,14196,20.29,12.8,541,19.98,20.22,19.96,19.76,686,685,682,1.26,1.22,1.25,864.36,835.7,852.5,850.85,1.8,306,,634.3732294,631.0850983,630.2431007,5.298171585,5.301176452,5.313164863
6611,14200,20.39,12.6,516,19.68,19.84,19.71,19.49,729,730,727,1.18,1.19,1.17,860.22,868.7,850.59,859.84,0.7,281,,635.9688757,631.7297675,631.4686074,4.999188636,4.970860961,4.978347364
6671,14303,23.16,12.6,620,21.57,21.43,21.65,21.65,688,684,684,1.22,1.26,1.24,839.36,861.84,848.16,849.79,4.7,260,,630.1254161,629.4471154,627.6497673,6.640549555,6.557911695,6.7608666
6693,14346,23.3,14.7,541,19.3,19.43,18.92,19.55,659,657,652,1.29,1.27,1.3,850.11,834.39,847.6,844.03,2.8,270,,632.9606144,631.0447976,628.9368779,5.140644694,5.204805688,5.153424996
6694,14347,23.24,14.8,540,19.55,19.55,19.47,19.65,663,665,662,1.26,1.22,1.28,835.38,811.3,847.36,831.35,2.5,281,,633.0999544,629.3303637,630.6987317,5.251640233,5.267776723,5.20817676
6702,14360,23.68,14.6,476,18.89,18.96,18.84,18.88,666,667,667,1.25,1.24,1.27,832.5,827.08,847.09,835.56,4.2,254,,634.6377748,631.6106497,631.2920815,4.486829101,4.449587505,4.496184292
6820,14618,22.24,14.6,464,17.58,16.37,18.1,18.26,732,718,724,1.12,0.38,1.17,819.84,272.84,847.08,646.59,0.8,60,,632.8846491,631.0151891,630.500105,4.136003113,3.917512596,4.158822713
6855,14701,21.18,14.1,304,20.4,18.46,22.38,20.37,647,644,645,1.32,1.34,1.31,854.04,862.96,844.95,853.98,5.5,197,,636.8576528,633.4782618,630.5235035,3.253708502,2.801408307,3.188720347
6872,14737,21.95,17.3,303,18.97,19.28,18.55,19.07,728,725,727,1.09,0.97,1.16,793.52,703.25,843.32,780.03,2.8,247,,633.7050468,631.4299847,630.3018575,2.869977398,2.811720599,2.849060384
6892,14770,23.99,19.7,430,18.82,20.45,18.6,17.42,685,688,680,1.2,1.29,1.24,822,887.52,843.2,850.91,6.5,186,,632.421411,628.873181,628.657898,4.024206044,4.057211076,3.950369033
7027,15048,10.14,10.3,73,19.54,19.72,20.27,18.61,605,609,611,1.17,1.19,1.38,707.85,724.71,843.18,758.58,2.5,270,,632.6036644,629.4453166,627.5018205,0.727536083,0.675793197,0.690074657
7029,15053,10.03,10.2,74,20.63,20.32,20.35,21.21,646,644,643,1.22,1.2,1.31,788.12,772.8,842.33,801.08,3.7,278,,636.1909838,632.5103399,630.4000561,0.709318396,0.705492562,0.724647372
7111,15186,17.45,8.3,740,22.26,22.15,21.79,22.85,703,699,695,1.19,1.23,1.21,836.57,859.77,840.95,845.76,3.4,299,,636.0038983,629.8160881,631.9698588,7.930608959,7.964818865,8.077687382
7195,15369,16.7,5.1,775,21.83,21.85,21.7,21.92,633,632,632,1.25,1.24,1.33,791.25,783.68,840.56,805.16,2.2,287,,631.1958775,629.8112384,629.0044508,8.180706588,8.177651374,8.251785937
7225,15445,18.74,6.8,671,20.63,20.58,20.55,20.76,660,659,656,1.25,1.24,1.28,825,817.16,839.68,827.28,1.3,14,,633.5446543,630.1261089,629.4280115,6.712280617,6.70658784,6.890671743
7228,15452,21.7,6.1,635,19.59,19.82,19.6,19.35,742,727,730,0.91,3.24,1.15,675.22,2355.48,839.5,1290.07,2.1,164,,629.5189478,628.0869775,625.8200191,6.192811195,6.182700802,6.25886727
7229,15455,20.93,5.4,616,19.44,19.66,19.38,19.28,691,690,688,1.25,1.22,1.22,863.75,841.8,839.36,848.3,1.2,68,,630.3978292,629.5123565,627.4786518,5.959527592,5.880435439,6.024183957
7230,15456,20.3,5.6,611,19.49,19.7,19.38,19.38,750,661,631,1.15,6.71,1.33,862.5,4435.31,839.23,2045.68,0.2,84,,628.9254602,629.0766145,626.7018514,5.886925789,5.873955127,5.918522179
7490,16013,18.16,8,777,21.67,21.65,21.53,21.82,691,688,687,1.15,1.16,1.22,794.65,798.08,838.14,810.29,0.8,12,,632.1360702,628.9918814,628.1457311,8.186007573,8.148840631,8.281764076
7491,16014,17.93,7,780,21.68,21.64,21.5,21.91,631,630,629,1.33,1.31,1.33,839.23,825.3,836.57,833.7,5.9,57,,629.9039634,628.5030786,628.362764,8.204873276,8.193373495,8.292756848
7507,16048,19.33,8.9,826,21.18,21.87,21.67,20,645,644,643,1.34,1.3,1.3,864.3,837.2,835.9,845.8,1.2,47,,630.2623025,626.26265,629.1485282,8.454533376,8.500594448,8.994730662
7513,16059,19.49,9.1,854,20.65,20.97,20.28,20.69,644,641,643,1.2,1.19,1.3,772.8,762.79,835.9,790.5,1.1,286,,629.1222114,627.2595785,624.1131531,8.614334141,8.643460627,8.757650451
7530,16084,17.91,8.9,692,15.15,16.06,8.65,20.75,674,675,674,1.18,1.16,1.24,795.32,783,835.76,804.69,2.4,2,,640.1524812,639.0928812,637.2953847,5.977301121,6.085147348,4.463516954
7598,16212,19.22,10.8,755,21.11,21.33,21.04,20.96,690,689,690,1.12,1.12,1.21,772.8,771.68,834.9,793.13,2.4,294,,628.6499301,627.6740543,625.5985794,7.828122277,7.837222956,7.864684845
7740,16497,22.81,17,438,17.21,17.31,17.22,17.09,651,651,646,1.21,1.24,1.29,787.71,807.24,833.34,809.43,3.3,201,,630.6526575,630.721144,628.8915251,3.787544259,3.65087286,3.915662607
7743,16500,23.08,17.1,435,16.02,16.39,15.73,15.94,694,688,688,1.15,1.39,1.21,798.1,956.32,832.48,862.3,2.7,273,,633.3204661,630.879338,629.9232039,3.420385616,3.391567455,3.527896312
7757,16524,18.14,16.7,167,17.12,17.37,16.92,17.06,691,690,688,1.14,1.16,1.21,787.74,800.4,832.48,806.87,2.1,246,,631.7291107,630.4488002,628.9695447,1.356037309,1.375289236,1.388607934
8013,17072,20.74,14.6,701,19.2,18.98,19,19.62,647,647,645,1.24,1.22,1.29,802.28,789.34,832.05,807.89,1.2,231,,632.6071992,631.1364465,627.9035298,6.571192678,6.539600846,6.71884167
8044,17131,13.91,14,147,13.73,13.64,14.04,13.5,705,701,705,1.09,1.12,1.18,768.45,785.12,831.9,795.16,0.5,332,,633.7546184,631.7780151,629.8618052,0.978760096,0.943105007,1.01241766
8102,17253,17.08,15.2,229,15.58,15.24,13.08,18.42,656,653,655,1.33,1.3,1.27,872.48,848.9,831.85,851.08,5.8,195,,632.2784376,631.4996673,630.201217,1.710039684,1.791288899,1.671272507
8217,17475,4.74,5.2,38,23.75,23.85,23.25,24.15,654,655,655,1.24,1.23,1.27,810.96,805.65,831.85,816.15,2,299,,632.5929403,630.3961432,625.9222112,0.428952289,0.419766909,0.421488906
8219,17483,5.07,5.4,43,22.01,19.05,20.08,26.9,716,716,709,1.22,1.25,1.17,873.52,895,829.53,866.02,4.6,41,,632.5735133,627.5034236,629.8899228,0.443237701,0.466059076,0.431106106
8333,17717,21.3,16.3,480,15.64,15.67,15.29,15.96,685,683,685,1.17,1.18,1.21,801.45,805.94,828.85,812.08,1.6,293,,633.7223154,630.7064994,630.8831587,3.676884762,3.672654206,3.742018738
1576,3555,-8.5,-7.7,7,47.32,45.09,48.54,48.31,680,680,679,1.23,1.23,1.22,836.4,836.4,828.38,833.73,3.7,347,,629.9419507,636.2554635,630.5554735,0.142638093,0.153963914,0.157298348
3434,7658,17.8,-0.6,586,26.89,26.28,26.95,27.45,718,712,714,1.13,1.14,1.16,811.34,811.68,828.24,817.09,0,274,,633.4234783,628.4807059,629.6403251,7.629700055,7.647255471,7.72624249
4747,10431,18.93,0,682,25.81,25.52,25.6,26.32,748,661,632,1.12,6.63,1.31,837.76,4382.43,827.92,2016.04,2.6,267,,631.3143627,627.9380969,627.9023383,8.509981505,8.567695488,8.681196352
4761,10458,19.49,1.4,656,25.39,25.2,25.54,25.43,707,701,707,0.34,1.08,1.17,240.38,757.08,827.19,608.22,1.3,249,,636.3760218,630.4506832,630.2107289,8.144326032,8.106670255,8.197161523
4850,10637,20.66,6.8,632,24.96,24.63,24.75,25.5,728,727,725,1.05,0.93,1.14,764.4,676.11,826.5,755.67,2.2,270,,634.3460647,630.5320949,628.879019,7.663382574,7.745251069,7.842424112
4857,10652,22.16,8.2,621,24.64,24.6,24.48,24.83,692,687,688,1.18,1.18,1.2,816.56,810.66,825.6,817.61,2.8,256,,629.9117224,628.3642695,626.9584497,7.539752518,7.549466955,7.666876602
4862,10658,22.29,8.6,609,24.32,24.34,24.2,24.43,682,685,681,1.19,1.21,1.21,811.58,828.85,824.01,821.48,4.3,284,,630.9092158,629.072886,627.7684579,7.286531871,7.288118459,7.499040644
4869,10668,22.39,9.3,590,24.37,24.19,24.14,24.77,665,664,664,1.19,1.19,1.24,791.35,790.16,823.36,801.62,3.7,268,,631.2749099,628.6211876,627.3834419,7.04593051,7.104413943,7.220166487
4871,10675,22.37,10.5,574,24.03,23.84,23.98,24.26,715,624,735,0.58,0.28,1.12,414.7,174.72,823.2,470.87,2.6,254,,631.0133513,628.4881974,627.7255896,6.800799943,6.759556284,6.922254081
4876,10683,21.7,10.9,540,23.74,23.53,23.79,23.91,684,681,680,0.89,1.21,1.21,608.76,824.01,822.8,751.86,3.2,260,,633.5697797,630.4927314,629.3565819,6.306115065,6.232057095,6.422627104
5110,11085,3.66,4,79,12.85,10.68,12.05,15.83,695,689,691,0.43,1.17,1.19,298.85,806.13,822.29,642.42,1.4,5,,636.0087895,634.2121176,628.4394435,0.471278192,0.448826025,0.461318869
5284,11414,20.49,4.2,703,24.19,24.09,24.05,24.42,645,643,642,1.12,1.1,1.28,722.4,707.3,821.76,750.49,5.2,275,,630.6446363,628.8897746,628.4704362,8.28346047,8.348778866,8.481291713
5286,11416,20.91,4,700,24.41,24.3,24.2,24.73,640,639,637,1.56,1.36,1.29,998.4,869.04,821.73,896.39,3.7,260,,630.6954063,628.4221614,627.8637481,8.380156478,8.44088479,8.538103986
5292,11429,19.87,5.3,708,24.61,24.41,24.58,24.84,646,641,637,1.16,1.16,1.29,749.36,743.56,821.73,771.55,5.5,280,,633.1230525,627.9404056,629.2655025,8.468261352,8.491845455,8.627200035
5293,11430,20.37,5.1,711,24.45,24.12,24.45,24.78,653,650,647,1.23,1.23,1.27,803.19,799.5,821.69,808.13,3.7,256,,631.3817183,628.581979,627.7557907,8.494903948,8.498175863,8.634616838
5425,11705,23.56,13.1,453,23.01,23.95,23.19,21.9,618,615,613,1.4,1.36,1.34,865.2,836.4,821.42,841.01,5.1,270,,628.6863973,627.5775565,625.5728734,5.300780514,5.277108034,5.269870122
5465,11811,22.16,13.2,615,23.39,23.19,23.31,23.67,694,689,689,1.17,1.17,1.19,811.98,806.13,819.91,812.67,5.1,268,,630.5570798,627.4499835,626.7352638,7.101336154,7.08394251,7.251096537
5518,11919,21.95,15.8,480,21.7,21.93,21.54,21.63,685,687,683,1.14,1.18,1.2,780.9,810.66,819.6,803.72,1,339,,630.5015887,627.5391443,627.1119244,5.184755892,5.120594464,5.167937088
5535,11962,11.91,12.7,67,24.24,24.77,23.31,24.65,694,697,694,1.14,1.11,1.18,791.16,773.67,818.92,794.58,2.1,62,,638.1327375,633.5326329,631.4161209,0.751500089,0.749483279,0.79065948
5564,12032,18.93,1.2,682,23.39,23.63,23.21,23.34,691,683,688,1.29,1.22,1.19,891.39,833.26,818.72,847.79,1.8,260,,627.6463803,625.5840963,624.2980562,7.82420935,7.836276211,7.86560028
5670,12255,19.83,4.5,665,23.75,23.57,23.77,23.91,673,671,671,1.19,1.2,1.22,800.87,805.2,818.62,808.23,2,275,,632.5602951,630.9652829,628.4885243,7.702874488,7.768687397,7.838220446
5671,12259,20.57,5.2,685,23.78,23.68,23.54,24.13,730,669,664,1.09,6.46,1.23,795.7,4321.74,816.72,1978.05,1.5,246,,630.9464693,627.0706198,627.710267,7.996448259,7.966736776,8.096654329
5810,12553,23.79,12.7,454,20.67,20.99,20.42,20.6,663,661,664,1.22,1.19,1.23,808.86,786.59,816.72,804.06,2.4,265,,630.6601054,628.3013803,626.491192,4.726763171,4.647011494,4.709580131
5913,12761,24.14,15.5,490,20.17,20.29,19.96,20.27,697,695,692,1.13,1.15,1.18,787.61,799.25,816.56,801.14,5,272,,633.1316867,628.8166702,629.0575547,4.916401325,4.918326884,4.900414233
5966,12863,20.76,12.7,637,22.88,23.15,22.42,23.08,671,668,669,1.21,1.23,1.22,811.91,821.64,816.18,816.58,2.8,295,,628.7644553,626.4066182,625.4358421,7.137359811,7.17278414,7.324070779
6013,12949,20.53,14.3,577,21.97,22.12,21.7,22.08,630,625,623,1.4,1.35,1.31,882,843.75,816.13,847.29,1.9,312,,630.5512199,628.5655538,627.2228846,6.229383547,6.225566496,6.321781865
6014,12952,20.51,14,562,21.82,21.59,21.62,22.24,636,630,632,1.11,1.19,1.29,705.96,749.7,815.28,756.98,2.9,283,,632.7573521,629.3539116,628.4156747,6.021585918,5.960498644,6.0709509
6015,12953,21.14,14.6,552,21.47,21.67,20.91,21.82,735,736,734,0.94,1.1,1.11,690.9,809.6,814.74,771.75,2,329,,630.9952548,630.9005463,627.0337861,5.793215664,5.824276818,5.890886079
6252,13466,23.14,13,520,21.04,20.66,20.92,21.54,734,667,657,1.1,6.49,1.24,807.4,4328.83,814.68,1983.64,2.4,185,,630.1655844,626.7053079,626.1076376,5.482598344,5.407104741,5.455582257
6458,13886,19.09,11,643,22.54,22.15,22.46,23,681,676,673,1.33,1.21,1.21,905.73,817.96,814.33,846.01,1.3,293,,632.7652981,628.302032,628.3471576,7.080317309,7.035817363,7.178230181
6459,13889,20.7,12,661,22.43,22.31,22.35,22.63,637,636,636,1.41,1.38,1.28,898.17,877.68,814.08,863.31,1.9,282,,629.3982043,628.1440133,625.8772434,7.305404285,7.243385767,7.432268318
6566,14100,18.57,10,722,22.74,22.83,22.85,22.55,662,657,661,1.2,1.15,1.23,794.4,755.55,813.03,787.66,1.6,268,,631.4781348,627.9644501,628.1963503,7.99949126,8.021767875,8.142711063
6572,14107,18.62,9.9,737,22.98,22.95,22.69,23.3,690,687,689,1.18,1.17,1.18,814.2,803.79,813.02,810.34,4.6,13,,627.125084,625.8721519,625.4374193,8.294588378,8.279453748,8.393167829
6605,14193,20.85,12.3,568,20.2,20.62,20.09,19.89,686,691,689,1.14,0.99,1.18,782.04,684.09,813.02,759.72,0.2,282,,630.0862869,627.3580996,627.5208506,5.682378887,5.587336632,5.738257448
6606,14195,21.74,12.8,557,19.64,19.72,19.58,19.64,668,664,666,1.19,1.19,1.22,794.92,790.16,812.52,799.2,0.5,248,,631.779532,627.2834083,627.9161986,5.424652677,5.401226578,5.415873579
6696,14349,23.8,14.6,526,19.42,19.38,19.45,19.43,689,687,688,1.09,1.11,1.18,751.01,762.57,811.84,775.14,6.2,271,,633.9646501,629.1088213,630.5427982,5.076286061,5.069048533,5.095218357
6698,14351,23.62,14.9,525,20.39,21.16,20.13,19.88,664,660,660,1.26,1.27,1.23,836.64,838.2,811.8,828.88,3.7,271,,633.8191413,630.6457243,628.6635825,5.260569906,5.311669505,5.337141963
6723,14417,14.7,14.1,104,18.61,18.6,18.14,19.1,665,662,660,1.22,1.2,1.23,811.3,794.4,811.8,805.83,2.4,248,,630.8108979,629.0022758,628.680553,0.918734263,0.919010264,0.948387468
6830,14642,17.7,13.8,110,22.47,23.19,21.2,23.04,717,719,717,1.02,1.04,1.13,731.34,747.76,810.21,763.1,0.8,112,,624.3654095,625.7472657,626.0924243,1.232753483,1.207403382,1.190103943
6835,14655,15.91,13.6,120,20.91,22.6,20.53,19.61,744,735,736,1.06,0.39,1.1,788.64,286.65,809.6,628.3,1.6,94,,633.4642906,629.7311138,628.0221592,1.24283518,1.252053798,1.265988877
6861,14715,25.43,16.2,630,15.92,16.81,13.25,17.71,616,613,613,1.3,1.28,1.32,800.8,784.64,809.16,798.2,3.2,200,,630.2539358,629.1096583,626.1307008,4.499415391,5.375238817,4.490152142
6888,14764,24.26,19.3,673,18.77,17.99,20.11,18.22,640,639,637,1.38,1.31,1.27,883.2,837.09,808.99,843.09,4.5,188,,630.7891972,627.3224597,625.6302487,6.428227866,5.978077054,6.239831067
7033,15064,9.8,9.8,84,18.93,17.13,19.55,20.09,640,634,637,1.32,1.3,1.27,844.8,824.2,808.99,826,3.2,265,,638.8879311,635.5903295,634.8973697,0.757300164,0.680679825,0.77093329
7194,15368,17.58,4.8,771,21.73,21.7,21.67,21.84,664,664,663,1.21,1.21,1.22,803.44,803.44,808.86,805.25,1.2,333,,632.1378486,630.6812008,627.6981912,8.136720769,8.150001889,8.196491206
7492,16015,17.43,7.1,784,21.95,21.82,21.91,22.11,666,667,663,1.18,1.19,1.22,785.88,793.73,808.86,796.16,1.9,325,,630.7021332,628.4989334,628.4095236,8.327648793,8.307200149,8.495315683
7494,16020,18.16,8.2,790,21.81,21.73,21.66,22.04,650,648,647,1.31,1.32,1.25,851.5,855.36,808.75,838.54,3,287,,629.5636791,628.4477539,627.2753496,8.396237614,8.385747868,8.536303899
7500,16036,17.53,8.1,881,20.96,20.95,20.52,21.41,688,681,685,1.14,1.1,1.18,784.32,749.1,808.3,780.57,2.9,315,,631.2379658,626.9102259,626.467076,8.869930191,8.9007521,9.082360207
7604,16225,19.45,11.3,759,21.17,21.03,20.85,21.62,674,672,668,1.15,1.15,1.21,775.1,772.8,808.28,785.39,5.2,294,,630.0249117,626.928648,626.2912197,7.870124277,7.889635428,7.952311682
7636,16288,22.06,13,647,19.8,19.96,19.43,20.01,688,685,684,1.09,1.11,1.18,749.92,760.35,807.12,772.46,0.6,14,,625.9816786,625.5565345,624.7495222,6.331385635,6.325172326,6.483914644
7736,16485,24.14,16.9,446,18.58,18.82,18.25,18.66,674,675,672,1.23,1.2,1.2,829.02,810,806.4,815.14,5,248,,630.7376963,630.1643063,626.7604265,4.137567796,4.090293894,4.171666617
7737,16486,23.95,16.8,433,18.95,19.31,18.86,18.68,717,722,719,1.07,1.08,1.12,767.19,779.76,805.28,784.08,4.6,268,,631.439673,629.2731576,627.8035345,4.119235192,4.070281535,4.115493799
7738,16487,23.85,16.3,433,17.78,17.74,17.17,18.42,662,659,665,1.13,1.1,1.21,748.06,724.9,804.65,759.2,4.6,268,,630.6721724,629.802848,628.5859258,3.824522408,3.777479077,3.888504552
7741,16498,23.04,17.1,435,16.88,17.06,16.96,16.63,742,731,738,0.89,3.07,1.09,660.38,2244.17,804.42,1236.32,2.7,273,,630.2900645,628.4779244,627.7784973,3.733068332,3.579063148,3.765313141
7758,16525,17.93,16.7,161,16.86,16.98,16.69,16.92,647,641,643,1.26,1.31,1.25,815.22,839.71,803.75,819.56,3.2,227,,632.3697615,629.5665431,629.2205917,1.330935052,1.298464879,1.302662343
7848,16725,4.49,5.1,40,23.13,22.64,22.64,24.11,645,642,642,1.27,1.27,1.25,819.15,815.34,802.5,812.33,1.6,276,,632.2780871,629.0325348,625.9355684,0.436544615,0.422144696,0.441215094
